Campo_ID,Provincia,Cultivo,Superficie_Cultivada_ha,Rendimiento_ton_ha,Fecha_Siembra,Fecha_Cosecha,Uso_Fertilizantes,Tipo_Suelo,Nivel_Humedad,Precipitaciones_mm,Temperatura_Media,Plagas_Detectadas,Costo_Producción,Ganancia_Estimada,Exportación
2750,Entre Ríos,Girasol,82,8.89,2023-04-25 13:00:00,2023-09-23 13:00:00,Sí,Franco,32.6,102,34.9,No,176812,450569,Sí
2751,Mendoza,Girasol,154,1.64,2023-04-25 14:00:00,2023-09-23 14:00:00,Sí,Arcilloso,22.6,25,7.6,Sí,59967,32283,No
2752,Entre Ríos,Maíz,405,6.45,2023-04-25 15:00:00,2023-09-23 15:00:00,Sí,Franco,27.3,26,7.6,No,85826,357219,Sí
2753,Mendoza,Girasol,161,5.3,2023-04-25 16:00:00,2023-09-23 16:00:00,No,Franco,11.5,279,26.4,Sí,7699,326434,No
2754,Mendoza,Trigo,65,3.86,2023-04-25 17:00:00,2023-09-23 17:00:00,Sí,Arcilloso,35.2,138,27.5,Sí,91018,257163,Sí
2755,Santa Fe,Girasol,192,8.44,2023-04-25 18:00:00,2023-09-23 18:00:00,Sí,Arcilloso,17.7,85,17.7,Sí,188649,64660,No
2756,Mendoza,Maíz,131,6.91,2023-04-25 19:00:00,2023-09-23 19:00:00,No,Arcilloso,21.9,233,13.6,No,114287,368962,No
2757,Entre Ríos,Algodón,253,7.84,2023-04-25 20:00:00,2023-09-23 20:00:00,No,Arcilloso,17.3,287,28.8,Sí,13349,48802,Sí
2758,Entre Ríos,Soja,391,4.73,2023-04-25 21:00:00,2023-09-23 21:00:00,No,Franco,36.2,28,33.7,Sí,11726,460044,No
2759,Córdoba,Algodón,213,9.48,2023-04-25 22:00:00,2023-09-23 22:00:00,Sí,Arcilloso,36.5,105,34.7,No,67325,181275,No
2760,Entre Ríos,Algodón,88,4.1,2023-04-25 23:00:00,2023-09-23 23:00:00,Sí,Arenoso,12.8,95,24.0,Sí,21065,248683,Sí
2761,Córdoba,Algodón,25,5.78,2023-04-26 00:00:00,2023-09-24 00:00:00,No,Franco,31.3,120,27.2,No,78617,478664,Sí
2762,Entre Ríos,Algodón,135,9.4,2023-04-26 01:00:00,2023-09-24 01:00:00,Sí,Arenoso,8.6,103,29.7,Sí,177496,313524,No
2763,Mendoza,Soja,96,1.75,2023-04-26 02:00:00,2023-09-24 02:00:00,Sí,Franco,6.0,176,29.0,No,64565,468017,No
2764,Entre Ríos,Maíz,475,1.98,2023-04-26 03:00:00,2023-09-24 03:00:00,Sí,Franco,34.3,140,34.8,No,167699,320009,No
2765,Córdoba,Maíz,287,9.95,2023-04-26 04:00:00,2023-09-24 04:00:00,No,Arenoso,9.6,297,29.3,No,129601,46943,No
2766,Santa Fe,Soja,375,9.74,2023-04-26 05:00:00,2023-09-24 05:00:00,No,Franco,10.4,265,24.9,No,17785,345166,No
2767,Buenos Aires,Cebada,437,7.95,2023-04-26 06:00:00,2023-09-24 06:00:00,Sí,Arenoso,26.2,153,16.3,No,28352,499332,No
2768,Mendoza,Girasol,360,5.36,2023-04-26 07:00:00,2023-09-24 07:00:00,Sí,Franco,33.6,281,22.9,No,71975,123283,No
2769,Entre Ríos,Cebada,52,5.55,2023-04-26 08:00:00,2023-09-24 08:00:00,Sí,Arcilloso,11.6,212,31.4,Sí,109048,481477,No
2770,Córdoba,Trigo,88,3.31,2023-04-26 09:00:00,2023-09-24 09:00:00,Sí,Franco,9.0,75,14.2,Sí,8036,427646,Sí
2771,Córdoba,Algodón,286,4.89,2023-04-26 10:00:00,2023-09-24 10:00:00,Sí,Arenoso,7.7,38,5.9,No,183415,215033,Sí
2772,Santa Fe,Algodón,388,4.88,2023-04-26 11:00:00,2023-09-24 11:00:00,No,Arcilloso,5.9,170,14.8,Sí,112235,67653,No
2773,Entre Ríos,Soja,273,1.32,2023-04-26 12:00:00,2023-09-24 12:00:00,No,Arcilloso,9.1,51,33.8,No,13513,216853,Sí
2774,Santa Fe,Soja,314,5.08,2023-04-26 13:00:00,2023-09-24 13:00:00,Sí,Arcilloso,38.0,247,28.8,Sí,106284,131222,No
2775,Buenos Aires,Cebada,497,5.32,2023-04-26 14:00:00,2023-09-24 14:00:00,No,Arcilloso,8.3,122,10.6,No,52241,404017,No
2776,Entre Ríos,Trigo,237,6.99,2023-04-26 15:00:00,2023-09-24 15:00:00,Sí,Franco,25.9,216,5.4,Sí,18415,120659,No
2777,La Pampa,Cebada,134,5.65,2023-04-26 16:00:00,2023-09-24 16:00:00,Sí,Arenoso,37.2,99,25.1,Sí,65328,450206,Sí
2778,La Pampa,Trigo,115,8.76,2023-04-26 17:00:00,2023-09-24 17:00:00,Sí,Arcilloso,27.0,273,22.4,No,66124,239900,Sí
2779,Entre Ríos,Maíz,239,4.31,2023-04-26 18:00:00,2023-09-24 18:00:00,No,Arenoso,6.1,297,7.5,Sí,189968,324056,Sí
2780,La Pampa,Algodón,143,4.69,2023-04-26 19:00:00,2023-09-24 19:00:00,No,Arenoso,25.9,211,34.0,No,107801,426548,No
2781,Buenos Aires,Maíz,90,6.14,2023-04-26 20:00:00,2023-09-24 20:00:00,No,Arcilloso,36.6,1,23.5,No,38911,347872,Sí
2782,Mendoza,Soja,369,2.82,2023-04-26 21:00:00,2023-09-24 21:00:00,No,Arenoso,16.3,288,24.5,Sí,93132,231605,No
2783,La Pampa,Maíz,118,4.54,2023-04-26 22:00:00,2023-09-24 22:00:00,No,Arenoso,16.0,173,30.6,Sí,11205,184797,Sí
2784,La Pampa,Cebada,184,7.18,2023-04-26 23:00:00,2023-09-24 23:00:00,No,Arenoso,13.7,208,15.1,Sí,159115,477172,Sí
2785,Entre Ríos,Trigo,173,4.71,2023-04-27 00:00:00,2023-09-25 00:00:00,Sí,Arenoso,22.7,58,21.7,No,168220,103086,No
2786,Córdoba,Soja,134,9.16,2023-04-27 01:00:00,2023-09-25 01:00:00,Sí,Franco,13.3,99,22.3,Sí,179710,18129,No
2787,Córdoba,Maíz,357,6.54,2023-04-27 02:00:00,2023-09-25 02:00:00,Sí,Franco,30.3,184,34.0,Sí,196857,169085,No
2788,Mendoza,Soja,386,2.38,2023-04-27 03:00:00,2023-09-25 03:00:00,Sí,Franco,27.6,190,8.9,Sí,18543,289250,Sí
2789,Entre Ríos,Soja,376,5.39,2023-04-27 04:00:00,2023-09-25 04:00:00,No,Arenoso,19.0,158,27.8,Sí,81971,35403,Sí
2790,Santa Fe,Trigo,32,7.88,2023-04-27 05:00:00,2023-09-25 05:00:00,No,Franco,30.3,166,22.3,Sí,180322,135942,Sí
2791,Buenos Aires,Cebada,424,6.79,2023-04-27 06:00:00,2023-09-25 06:00:00,Sí,Arcilloso,8.4,84,30.4,Sí,64723,258076,No
2792,La Pampa,Algodón,375,8.97,2023-04-27 07:00:00,2023-09-25 07:00:00,No,Arenoso,31.2,21,30.0,No,95010,146084,No
2793,Entre Ríos,Cebada,340,7.75,2023-04-27 08:00:00,2023-09-25 08:00:00,No,Franco,26.1,272,5.4,Sí,67711,47035,No
2794,Entre Ríos,Girasol,71,1.55,2023-04-27 09:00:00,2023-09-25 09:00:00,No,Franco,27.1,130,12.7,No,22569,475691,Sí
2795,Buenos Aires,Cebada,221,2.01,2023-04-27 10:00:00,2023-09-25 10:00:00,No,Arenoso,7.3,287,10.4,No,43890,442056,Sí
2796,Córdoba,Maíz,261,6.85,2023-04-27 11:00:00,2023-09-25 11:00:00,No,Arenoso,26.6,288,18.9,Sí,160115,279952,Sí
2797,Buenos Aires,Girasol,105,3.15,2023-04-27 12:00:00,2023-09-25 12:00:00,No,Arenoso,22.3,191,32.2,No,172218,477938,No
2798,Córdoba,Girasol,218,6.29,2023-04-27 13:00:00,2023-09-25 13:00:00,Sí,Arcilloso,22.0,265,5.2,Sí,123657,464025,No
2799,Buenos Aires,Girasol,66,8.13,2023-04-27 14:00:00,2023-09-25 14:00:00,No,Franco,16.3,260,19.6,No,120433,148759,No
2800,Córdoba,Girasol,243,6.19,2023-04-27 15:00:00,2023-09-25 15:00:00,No,Arcilloso,5.3,242,31.5,Sí,61297,274140,Sí
2801,Buenos Aires,Cebada,367,4.74,2023-04-27 16:00:00,2023-09-25 16:00:00,Sí,Franco,19.8,165,32.8,No,46375,101070,Sí
2802,La Pampa,Girasol,335,6.82,2023-04-27 17:00:00,2023-09-25 17:00:00,Sí,Arenoso,19.0,101,24.7,Sí,48905,369890,Sí
2803,La Pampa,Maíz,74,2.29,2023-04-27 18:00:00,2023-09-25 18:00:00,Sí,Franco,19.8,168,29.9,Sí,153025,234578,Sí
2804,Mendoza,Maíz,302,7.51,2023-04-27 19:00:00,2023-09-25 19:00:00,Sí,Arenoso,26.4,211,14.7,Sí,140317,292873,No
2805,Buenos Aires,Soja,333,7.27,2023-04-27 20:00:00,2023-09-25 20:00:00,Sí,Franco,15.5,72,13.6,No,94817,261970,No
2806,Santa Fe,Maíz,488,5.63,2023-04-27 21:00:00,2023-09-25 21:00:00,Sí,Arcilloso,14.4,188,6.5,Sí,93419,487082,Sí
2807,Mendoza,Algodón,340,3.51,2023-04-27 22:00:00,2023-09-25 22:00:00,Sí,Franco,22.4,7,20.1,No,21273,438817,No
2808,Buenos Aires,Soja,26,8.18,2023-04-27 23:00:00,2023-09-25 23:00:00,Sí,Arenoso,25.7,97,18.7,Sí,170809,19250,Sí
2809,Santa Fe,Maíz,144,5.59,2023-04-28 00:00:00,2023-09-26 00:00:00,Sí,Arcilloso,24.9,285,16.2,Sí,147349,276620,No
2810,La Pampa,Girasol,317,1.53,2023-04-28 01:00:00,2023-09-26 01:00:00,No,Arcilloso,35.9,73,8.4,No,40116,116283,Sí
2811,La Pampa,Trigo,428,9.27,2023-04-28 02:00:00,2023-09-26 02:00:00,No,Franco,31.9,77,11.9,Sí,10975,84366,No
2812,Entre Ríos,Girasol,139,7.91,2023-04-28 03:00:00,2023-09-26 03:00:00,Sí,Franco,6.8,161,11.1,No,94390,143115,No
2813,La Pampa,Cebada,433,6.26,2023-04-28 04:00:00,2023-09-26 04:00:00,Sí,Arcilloso,24.7,186,33.3,Sí,34934,230244,No
2814,Entre Ríos,Soja,46,4.93,2023-04-28 05:00:00,2023-09-26 05:00:00,Sí,Franco,19.6,183,34.0,No,40939,246973,Sí
2815,Santa Fe,Trigo,259,9.64,2023-04-28 06:00:00,2023-09-26 06:00:00,No,Arenoso,17.6,213,5.1,No,48470,285154,No
2816,Córdoba,Maíz,66,7.98,2023-04-28 07:00:00,2023-09-26 07:00:00,Sí,Arenoso,38.5,178,10.1,Sí,178613,341306,Sí
2817,Buenos Aires,Girasol,366,5.81,2023-04-28 08:00:00,2023-09-26 08:00:00,No,Franco,21.0,58,31.7,Sí,145166,468991,No
2818,Mendoza,Soja,19,6.88,2023-04-28 09:00:00,2023-09-26 09:00:00,No,Arcilloso,30.2,28,6.2,No,173752,48951,No
2819,Entre Ríos,Soja,469,3.53,2023-04-28 10:00:00,2023-09-26 10:00:00,No,Franco,38.8,92,33.3,Sí,145252,41453,Sí
2820,Mendoza,Maíz,90,2.76,2023-04-28 11:00:00,2023-09-26 11:00:00,No,Arcilloso,10.3,61,16.4,No,130480,406087,No
2821,La Pampa,Soja,439,3.46,2023-04-28 12:00:00,2023-09-26 12:00:00,Sí,Arcilloso,6.9,134,21.2,No,114443,371619,Sí
2822,Córdoba,Maíz,99,3.64,2023-04-28 13:00:00,2023-09-26 13:00:00,Sí,Arenoso,16.0,133,27.9,Sí,7142,338397,No
2823,Entre Ríos,Maíz,398,7.66,2023-04-28 14:00:00,2023-09-26 14:00:00,Sí,Franco,6.6,228,12.3,No,36313,145992,No
2824,Buenos Aires,Girasol,398,2.26,2023-04-28 15:00:00,2023-09-26 15:00:00,Sí,Arcilloso,9.1,67,8.0,No,165876,391963,No
2825,Entre Ríos,Soja,129,8.0,2023-04-28 16:00:00,2023-09-26 16:00:00,Sí,Arcilloso,39.7,252,29.3,No,160806,259584,Sí
2826,Buenos Aires,Cebada,111,5.71,2023-04-28 17:00:00,2023-09-26 17:00:00,No,Arcilloso,38.6,16,34.5,Sí,113590,99622,Sí
2827,Mendoza,Cebada,36,4.46,2023-04-28 18:00:00,2023-09-26 18:00:00,No,Arcilloso,29.2,151,24.8,Sí,11499,335643,Sí
2828,Mendoza,Girasol,270,3.7,2023-04-28 19:00:00,2023-09-26 19:00:00,Sí,Arenoso,31.4,247,29.8,Sí,190873,145275,No
2829,Mendoza,Girasol,70,5.62,2023-04-28 20:00:00,2023-09-26 20:00:00,No,Arenoso,9.9,156,33.2,Sí,173137,83387,Sí
2830,Buenos Aires,Maíz,145,3.86,2023-04-28 21:00:00,2023-09-26 21:00:00,No,Arenoso,25.8,87,11.9,No,15789,403254,No
2831,Entre Ríos,Cebada,424,4.87,2023-04-28 22:00:00,2023-09-26 22:00:00,Sí,Arenoso,10.4,97,15.5,Sí,8756,478521,Sí
2832,Mendoza,Soja,106,7.65,2023-04-28 23:00:00,2023-09-26 23:00:00,No,Arenoso,18.2,77,11.6,Sí,90019,307693,Sí
2833,Buenos Aires,Cebada,158,6.63,2023-04-29 00:00:00,2023-09-27 00:00:00,No,Franco,17.1,26,6.9,Sí,37698,272191,No
2834,La Pampa,Girasol,236,7.73,2023-04-29 01:00:00,2023-09-27 01:00:00,Sí,Franco,26.5,295,27.0,Sí,104345,127082,Sí
2835,Entre Ríos,Girasol,286,7.42,2023-04-29 02:00:00,2023-09-27 02:00:00,No,Arenoso,7.8,12,9.4,Sí,73597,360039,Sí
2836,Entre Ríos,Maíz,316,8.34,2023-04-29 03:00:00,2023-09-27 03:00:00,Sí,Arcilloso,8.6,152,7.8,No,79760,264786,No
2837,Entre Ríos,Soja,344,2.82,2023-04-29 04:00:00,2023-09-27 04:00:00,No,Arcilloso,26.3,43,15.7,Sí,104178,357613,No
2838,Córdoba,Girasol,237,9.96,2023-04-29 05:00:00,2023-09-27 05:00:00,No,Franco,27.3,94,6.8,Sí,127383,163122,No
2839,Mendoza,Algodón,324,5.28,2023-04-29 06:00:00,2023-09-27 06:00:00,Sí,Franco,16.9,46,10.4,Sí,112837,129551,No
2840,Buenos Aires,Soja,258,7.46,2023-04-29 07:00:00,2023-09-27 07:00:00,No,Franco,10.1,83,7.1,Sí,121607,139888,Sí
2841,La Pampa,Cebada,267,7.1,2023-04-29 08:00:00,2023-09-27 08:00:00,No,Arenoso,36.0,153,31.3,No,9135,160308,Sí
2842,Santa Fe,Maíz,423,6.1,2023-04-29 09:00:00,2023-09-27 09:00:00,Sí,Arcilloso,6.9,295,28.4,Sí,125280,322231,No
2843,La Pampa,Cebada,323,9.96,2023-04-29 10:00:00,2023-09-27 10:00:00,No,Arcilloso,30.1,105,30.8,No,173548,488192,No
2844,Córdoba,Algodón,229,2.96,2023-04-29 11:00:00,2023-09-27 11:00:00,No,Franco,9.9,94,31.0,Sí,159717,485919,No
2845,La Pampa,Girasol,474,4.8,2023-04-29 12:00:00,2023-09-27 12:00:00,Sí,Franco,27.3,208,33.3,No,53110,185023,Sí
2846,Mendoza,Girasol,245,2.15,2023-04-29 13:00:00,2023-09-27 13:00:00,Sí,Franco,28.2,170,10.6,Sí,95169,268065,No
2847,Mendoza,Soja,29,2.64,2023-04-29 14:00:00,2023-09-27 14:00:00,No,Franco,33.1,278,32.0,No,180041,149153,Sí
2848,Santa Fe,Girasol,433,7.42,2023-04-29 15:00:00,2023-09-27 15:00:00,No,Arenoso,18.8,299,20.8,No,142833,187887,No
2849,Entre Ríos,Algodón,422,1.04,2023-04-29 16:00:00,2023-09-27 16:00:00,Sí,Arcilloso,5.8,169,10.0,Sí,109797,250766,Sí
2850,Buenos Aires,Soja,398,9.01,2023-04-29 17:00:00,2023-09-27 17:00:00,No,Arenoso,33.4,267,24.7,No,139682,332891,No
2851,La Pampa,Algodón,354,6.7,2023-04-29 18:00:00,2023-09-27 18:00:00,Sí,Arcilloso,20.5,163,14.8,No,39860,379449,Sí
2852,Santa Fe,Trigo,147,4.97,2023-04-29 19:00:00,2023-09-27 19:00:00,No,Arenoso,34.6,78,6.4,Sí,104277,424721,No
2853,Mendoza,Girasol,476,3.98,2023-04-29 20:00:00,2023-09-27 20:00:00,Sí,Arcilloso,32.2,215,7.4,No,171302,246596,Sí
2854,Entre Ríos,Cebada,198,2.14,2023-04-29 21:00:00,2023-09-27 21:00:00,Sí,Arenoso,22.4,80,17.7,Sí,64427,126441,No
2855,Buenos Aires,Cebada,114,9.29,2023-04-29 22:00:00,2023-09-27 22:00:00,Sí,Arcilloso,40.0,119,29.8,No,141497,453350,No
2856,Buenos Aires,Soja,377,7.41,2023-04-29 23:00:00,2023-09-27 23:00:00,Sí,Arenoso,21.2,100,14.3,Sí,199397,428875,Sí
2857,Córdoba,Algodón,394,4.03,2023-04-30 00:00:00,2023-09-28 00:00:00,No,Arcilloso,29.4,282,28.0,No,19373,58674,Sí
2858,Entre Ríos,Algodón,440,1.64,2023-04-30 01:00:00,2023-09-28 01:00:00,No,Franco,28.4,147,6.7,No,81682,223951,Sí
2859,Mendoza,Algodón,107,3.93,2023-04-30 02:00:00,2023-09-28 02:00:00,Sí,Arcilloso,23.1,17,16.8,No,64216,42416,Sí
2860,Buenos Aires,Algodón,450,2.66,2023-04-30 03:00:00,2023-09-28 03:00:00,Sí,Arcilloso,25.5,252,8.8,No,166353,25656,Sí
2861,Córdoba,Trigo,279,8.08,2023-04-30 04:00:00,2023-09-28 04:00:00,Sí,Arenoso,33.0,264,30.9,No,152122,183758,Sí
2862,Córdoba,Girasol,162,7.48,2023-04-30 05:00:00,2023-09-28 05:00:00,No,Franco,25.0,201,34.0,Sí,7214,148072,No
2863,Mendoza,Algodón,227,5.48,2023-04-30 06:00:00,2023-09-28 06:00:00,Sí,Arenoso,20.8,117,14.8,Sí,139906,86547,No
2864,Buenos Aires,Maíz,30,8.97,2023-04-30 07:00:00,2023-09-28 07:00:00,No,Arcilloso,28.2,122,34.7,No,82659,132132,Sí
2865,Entre Ríos,Maíz,281,2.63,2023-04-30 08:00:00,2023-09-28 08:00:00,No,Arcilloso,6.2,24,27.6,No,112732,365951,Sí
2866,Buenos Aires,Cebada,211,5.07,2023-04-30 09:00:00,2023-09-28 09:00:00,Sí,Arcilloso,8.8,58,5.0,No,91747,371091,No
2867,La Pampa,Girasol,169,7.4,2023-04-30 10:00:00,2023-09-28 10:00:00,No,Arcilloso,9.4,273,19.6,No,6686,488814,Sí
2868,Buenos Aires,Maíz,438,1.61,2023-04-30 11:00:00,2023-09-28 11:00:00,No,Arenoso,19.9,46,30.0,No,176373,194119,No
2869,Córdoba,Soja,73,4.35,2023-04-30 12:00:00,2023-09-28 12:00:00,Sí,Franco,35.5,21,21.0,No,142536,288256,No
2870,Santa Fe,Girasol,93,6.14,2023-04-30 13:00:00,2023-09-28 13:00:00,No,Arcilloso,27.5,138,21.5,No,151736,435422,No
2871,Mendoza,Cebada,82,4.3,2023-04-30 14:00:00,2023-09-28 14:00:00,Sí,Arenoso,39.0,106,18.4,Sí,14148,452627,Sí
2872,Santa Fe,Trigo,69,5.32,2023-04-30 15:00:00,2023-09-28 15:00:00,No,Arenoso,6.4,197,16.9,No,170045,93075,No
2873,Buenos Aires,Soja,363,6.47,2023-04-30 16:00:00,2023-09-28 16:00:00,Sí,Arenoso,30.3,215,5.8,No,47636,136187,Sí
2874,Entre Ríos,Soja,488,4.32,2023-04-30 17:00:00,2023-09-28 17:00:00,No,Arenoso,16.0,293,23.7,Sí,140831,71186,Sí
2875,Entre Ríos,Algodón,156,1.95,2023-04-30 18:00:00,2023-09-28 18:00:00,No,Arenoso,5.8,48,28.0,Sí,138223,173571,Sí
2876,Córdoba,Girasol,56,2.26,2023-04-30 19:00:00,2023-09-28 19:00:00,No,Arcilloso,33.9,104,28.7,Sí,96770,143174,No
2877,Santa Fe,Trigo,232,5.74,2023-04-30 20:00:00,2023-09-28 20:00:00,Sí,Arcilloso,10.7,144,23.7,Sí,33324,153044,No
2878,Mendoza,Soja,457,2.57,2023-04-30 21:00:00,2023-09-28 21:00:00,No,Franco,12.5,56,15.2,No,17569,428898,No
2879,La Pampa,Trigo,167,9.01,2023-04-30 22:00:00,2023-09-28 22:00:00,No,Franco,16.9,13,5.7,No,123125,186637,Sí
2880,Santa Fe,Cebada,56,8.51,2023-04-30 23:00:00,2023-09-28 23:00:00,No,Franco,32.6,7,31.9,Sí,47921,120437,No
2881,Entre Ríos,Soja,481,4.14,2023-05-01 00:00:00,2023-09-29 00:00:00,Sí,Franco,26.9,183,17.9,No,93543,144431,No
2882,La Pampa,Maíz,298,8.48,2023-05-01 01:00:00,2023-09-29 01:00:00,Sí,Arenoso,14.3,22,23.0,No,122995,93323,No
2883,Entre Ríos,Cebada,219,5.8,2023-05-01 02:00:00,2023-09-29 02:00:00,Sí,Arenoso,10.9,43,10.8,Sí,160394,275529,No
2884,Buenos Aires,Cebada,30,2.43,2023-05-01 03:00:00,2023-09-29 03:00:00,No,Arenoso,8.8,65,9.3,No,101872,354520,No
2885,Buenos Aires,Algodón,360,6.53,2023-05-01 04:00:00,2023-09-29 04:00:00,No,Arenoso,10.2,258,7.6,No,40260,320177,Sí
2886,Mendoza,Soja,328,7.12,2023-05-01 05:00:00,2023-09-29 05:00:00,Sí,Arenoso,35.4,68,29.0,No,176336,281550,Sí
2887,La Pampa,Maíz,240,1.76,2023-05-01 06:00:00,2023-09-29 06:00:00,Sí,Arenoso,37.3,81,24.4,No,45512,315368,Sí
2888,La Pampa,Trigo,307,3.83,2023-05-01 07:00:00,2023-09-29 07:00:00,No,Arenoso,38.9,0,23.6,Sí,122649,75780,Sí
2889,Mendoza,Maíz,454,1.05,2023-05-01 08:00:00,2023-09-29 08:00:00,No,Arenoso,34.2,276,32.6,Sí,127946,293401,Sí
2890,Entre Ríos,Cebada,114,3.85,2023-05-01 09:00:00,2023-09-29 09:00:00,No,Franco,36.1,82,9.8,No,169287,381743,No
2891,Santa Fe,Soja,135,4.02,2023-05-01 10:00:00,2023-09-29 10:00:00,Sí,Arcilloso,33.6,101,10.1,No,142503,14356,Sí
2892,Mendoza,Maíz,380,6.67,2023-05-01 11:00:00,2023-09-29 11:00:00,No,Franco,38.5,225,10.7,No,189003,37782,No
2893,Buenos Aires,Maíz,308,2.79,2023-05-01 12:00:00,2023-09-29 12:00:00,Sí,Arenoso,34.6,286,17.7,No,92227,302750,No
2894,La Pampa,Cebada,77,1.27,2023-05-01 13:00:00,2023-09-29 13:00:00,Sí,Arenoso,21.2,140,31.2,Sí,103916,331281,No
2895,Córdoba,Trigo,35,3.84,2023-05-01 14:00:00,2023-09-29 14:00:00,Sí,Arenoso,16.3,13,31.4,No,60700,244761,No
2896,Entre Ríos,Maíz,170,8.43,2023-05-01 15:00:00,2023-09-29 15:00:00,Sí,Arcilloso,25.4,268,22.7,Sí,77041,100506,Sí
2897,Córdoba,Algodón,117,4.59,2023-05-01 16:00:00,2023-09-29 16:00:00,No,Arenoso,26.3,141,24.7,No,147490,389956,No
2898,Buenos Aires,Maíz,298,4.74,2023-05-01 17:00:00,2023-09-29 17:00:00,Sí,Arenoso,25.1,93,31.9,No,187916,243783,No
2899,La Pampa,Girasol,314,5.22,2023-05-01 18:00:00,2023-09-29 18:00:00,No,Franco,29.7,99,23.7,No,107978,89911,Sí
2900,La Pampa,Cebada,93,7.77,2023-05-01 19:00:00,2023-09-29 19:00:00,Sí,Franco,29.5,69,11.9,Sí,177755,294918,No
2901,Mendoza,Girasol,50,5.32,2023-05-01 20:00:00,2023-09-29 20:00:00,Sí,Arenoso,8.1,125,26.1,Sí,32755,361188,No
2902,Santa Fe,Cebada,209,1.82,2023-05-01 21:00:00,2023-09-29 21:00:00,Sí,Arcilloso,15.0,187,28.1,No,27529,203099,No
2903,Mendoza,Cebada,45,2.86,2023-05-01 22:00:00,2023-09-29 22:00:00,Sí,Arcilloso,36.1,69,24.1,No,102322,191187,Sí
2904,Córdoba,Girasol,465,2.69,2023-05-01 23:00:00,2023-09-29 23:00:00,No,Franco,25.7,268,13.2,Sí,18440,108907,No
2905,La Pampa,Trigo,360,5.57,2023-05-02 00:00:00,2023-09-30 00:00:00,No,Franco,16.5,134,17.0,No,33606,436716,No
2906,Santa Fe,Trigo,384,1.27,2023-05-02 01:00:00,2023-09-30 01:00:00,No,Arcilloso,34.8,108,19.1,No,179255,245212,Sí
2907,Mendoza,Cebada,415,3.55,2023-05-02 02:00:00,2023-09-30 02:00:00,No,Franco,13.7,148,9.4,Sí,47776,180609,Sí
2908,Santa Fe,Girasol,243,6.46,2023-05-02 03:00:00,2023-09-30 03:00:00,Sí,Arenoso,19.3,101,18.6,Sí,148449,222561,Sí
2909,Entre Ríos,Maíz,251,4.19,2023-05-02 04:00:00,2023-09-30 04:00:00,No,Arenoso,14.7,141,9.8,Sí,80640,55054,No
2910,Entre Ríos,Cebada,440,7.37,2023-05-02 05:00:00,2023-09-30 05:00:00,No,Arenoso,35.5,258,20.0,No,42982,408722,No
2911,Córdoba,Algodón,348,4.52,2023-05-02 06:00:00,2023-09-30 06:00:00,Sí,Arenoso,30.5,170,6.5,No,23010,332982,Sí
2912,Santa Fe,Cebada,29,9.81,2023-05-02 07:00:00,2023-09-30 07:00:00,Sí,Franco,21.1,226,33.5,No,114260,363813,No
2913,Entre Ríos,Soja,352,9.69,2023-05-02 08:00:00,2023-09-30 08:00:00,Sí,Arenoso,37.6,11,12.4,No,18230,300000,Sí
2914,La Pampa,Trigo,161,8.2,2023-05-02 09:00:00,2023-09-30 09:00:00,No,Arenoso,37.5,54,19.0,No,98664,199915,No
2915,Entre Ríos,Girasol,391,9.59,2023-05-02 10:00:00,2023-09-30 10:00:00,No,Arenoso,29.9,245,6.0,Sí,131296,289996,No
2916,Santa Fe,Maíz,180,2.84,2023-05-02 11:00:00,2023-09-30 11:00:00,Sí,Arenoso,36.2,90,10.8,Sí,133374,459957,No
2917,Santa Fe,Algodón,225,7.76,2023-05-02 12:00:00,2023-09-30 12:00:00,No,Arcilloso,30.2,186,25.8,No,176063,90655,Sí
2918,Mendoza,Maíz,365,3.89,2023-05-02 13:00:00,2023-09-30 13:00:00,Sí,Arenoso,27.0,188,8.4,No,8471,437899,No
2919,Santa Fe,Algodón,338,7.53,2023-05-02 14:00:00,2023-09-30 14:00:00,Sí,Franco,19.7,297,23.8,No,166710,341076,No
2920,Santa Fe,Cebada,241,4.37,2023-05-02 15:00:00,2023-09-30 15:00:00,No,Arenoso,14.6,171,5.1,No,83565,215439,No
2921,Córdoba,Maíz,25,3.6,2023-05-02 16:00:00,2023-09-30 16:00:00,Sí,Arcilloso,7.1,68,19.0,Sí,12257,461925,No
2922,Santa Fe,Maíz,292,9.63,2023-05-02 17:00:00,2023-09-30 17:00:00,No,Arenoso,33.0,277,26.6,No,23485,74247,No
2923,Mendoza,Cebada,310,2.89,2023-05-02 18:00:00,2023-09-30 18:00:00,Sí,Franco,9.3,83,32.8,No,77442,247840,No
2924,Mendoza,Trigo,174,7.83,2023-05-02 19:00:00,2023-09-30 19:00:00,Sí,Franco,19.4,87,19.8,Sí,59830,316876,Sí
2925,La Pampa,Soja,278,7.07,2023-05-02 20:00:00,2023-09-30 20:00:00,Sí,Arcilloso,13.2,147,30.2,No,106299,16474,No
2926,Entre Ríos,Trigo,188,3.73,2023-05-02 21:00:00,2023-09-30 21:00:00,Sí,Franco,20.9,253,29.1,No,15897,467173,Sí
2927,Córdoba,Trigo,267,5.13,2023-05-02 22:00:00,2023-09-30 22:00:00,No,Franco,16.0,220,13.9,No,113752,299195,Sí
2928,Buenos Aires,Soja,85,2.29,2023-05-02 23:00:00,2023-09-30 23:00:00,Sí,Franco,34.0,233,31.2,No,143285,385083,No
